==========================================
SLURM_JOB_ID = 8437411
SLURM_NODELIST = gpu-4-56
==========================================
Unloading openmpi/4.1.5
Unloading slurm/23.02.6
Loading slurm/23.02.6
Loading openmpi/4.1.5
+ python MLP.py /home/zhuosl/VPML/Genome_matrix/core_genome.csv
/home/zhuosl/miniconda3/envs/pytorch/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1469: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
/home/zhuosl/miniconda3/envs/pytorch/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1469: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
/home/zhuosl/miniconda3/envs/pytorch/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1469: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
/home/zhuosl/miniconda3/envs/pytorch/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1469: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
/home/zhuosl/miniconda3/envs/pytorch/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1469: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples. Use `zero_division` parameter to control this behavior.
  _warn_prf(average, modifier, msg_start, len(result))
Fold 1/5
Epoch [1/100], Training Loss: 0.6976, Training Accuracy: 47.09%, Validation Accuracy: 44.82%
Epoch [2/100], Training Loss: 0.6947, Training Accuracy: 50.39%, Validation Accuracy: 55.18%
Epoch [3/100], Training Loss: 0.6913, Training Accuracy: 53.61%, Validation Accuracy: 55.18%
Epoch [4/100], Training Loss: 0.6865, Training Accuracy: 56.77%, Validation Accuracy: 55.18%
Epoch [5/100], Training Loss: 0.6889, Training Accuracy: 55.30%, Validation Accuracy: 55.18%
Epoch [6/100], Training Loss: 0.6844, Training Accuracy: 56.07%, Validation Accuracy: 55.18%
Epoch [7/100], Training Loss: 0.6858, Training Accuracy: 56.70%, Validation Accuracy: 55.18%
Epoch [8/100], Training Loss: 0.6872, Training Accuracy: 56.91%, Validation Accuracy: 55.18%
Epoch [9/100], Training Loss: 0.6878, Training Accuracy: 56.49%, Validation Accuracy: 55.18%
Epoch [10/100], Training Loss: 0.6847, Training Accuracy: 56.77%, Validation Accuracy: 55.18%
Epoch [11/100], Training Loss: 0.6845, Training Accuracy: 56.91%, Validation Accuracy: 55.18%
Epoch [12/100], Training Loss: 0.6844, Training Accuracy: 57.33%, Validation Accuracy: 55.18%
Epoch [13/100], Training Loss: 0.6868, Training Accuracy: 56.84%, Validation Accuracy: 55.18%
Epoch [14/100], Training Loss: 0.6841, Training Accuracy: 56.63%, Validation Accuracy: 55.18%
Epoch [15/100], Training Loss: 0.6840, Training Accuracy: 57.40%, Validation Accuracy: 55.18%
Epoch [16/100], Training Loss: 0.6836, Training Accuracy: 56.91%, Validation Accuracy: 55.18%
Epoch [17/100], Training Loss: 0.6859, Training Accuracy: 57.12%, Validation Accuracy: 55.18%
Epoch [18/100], Training Loss: 0.6843, Training Accuracy: 56.98%, Validation Accuracy: 55.18%
Epoch [19/100], Training Loss: 0.6827, Training Accuracy: 56.91%, Validation Accuracy: 55.18%
Epoch [20/100], Training Loss: 0.6853, Training Accuracy: 56.77%, Validation Accuracy: 55.18%
