==========================================
SLURM_JOB_ID = 7618458
SLURM_NODELIST = gpu-4-56
==========================================
Unloading openmpi/4.1.5
Unloading slurm/22.05.9.p2
Loading slurm/22.05.9.p2
Loading openmpi/4.1.5
+ python CNN.py /home/zhuosl/VPML/Genome_matrix/genome_matrix.csv
CNN.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
CNN.py:26: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  feature = torch.tensor(self.features[index], dtype=torch.float32)
CNN.py:27: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(self.labels[index], dtype=torch.int64)
torch.Size([1980, 1, 64, 66])
torch.Size([1980])
Fold 1/5
Epoch [1/100], Training Loss: 0.6998, Training Accuracy: 50.57%, Test Accuracy: 49.49%
Epoch [2/100], Training Loss: 0.6997, Training Accuracy: 53.54%, Test Accuracy: 49.49%
Epoch [3/100], Training Loss: 0.6915, Training Accuracy: 54.61%, Test Accuracy: 49.49%
Epoch [4/100], Training Loss: 0.6853, Training Accuracy: 57.51%, Test Accuracy: 49.49%
Epoch [5/100], Training Loss: 0.6740, Training Accuracy: 58.59%, Test Accuracy: 49.49%
Epoch [6/100], Training Loss: 0.6765, Training Accuracy: 59.15%, Test Accuracy: 49.49%
Epoch [7/100], Training Loss: 0.6720, Training Accuracy: 57.95%, Test Accuracy: 54.55%
Epoch [8/100], Training Loss: 0.6578, Training Accuracy: 60.48%, Test Accuracy: 63.38%
Epoch [9/100], Training Loss: 0.6612, Training Accuracy: 59.47%, Test Accuracy: 65.91%
Epoch [10/100], Training Loss: 0.6491, Training Accuracy: 61.55%, Test Accuracy: 66.67%
Epoch [11/100], Training Loss: 0.6410, Training Accuracy: 62.44%, Test Accuracy: 68.69%
Epoch [12/100], Training Loss: 0.6354, Training Accuracy: 63.76%, Test Accuracy: 69.95%
Epoch [13/100], Training Loss: 0.6152, Training Accuracy: 67.61%, Test Accuracy: 72.47%
Epoch [14/100], Training Loss: 0.6087, Training Accuracy: 69.57%, Test Accuracy: 74.75%
Epoch [15/100], Training Loss: 0.5905, Training Accuracy: 71.09%, Test Accuracy: 76.77%
Epoch [16/100], Training Loss: 0.5814, Training Accuracy: 71.84%, Test Accuracy: 77.53%
Epoch [17/100], Training Loss: 0.5662, Training Accuracy: 74.56%, Test Accuracy: 78.79%
Epoch [18/100], Training Loss: 0.5536, Training Accuracy: 76.26%, Test Accuracy: 78.54%
Epoch [19/100], Training Loss: 0.5368, Training Accuracy: 77.21%, Test Accuracy: 79.55%
Epoch [20/100], Training Loss: 0.5271, Training Accuracy: 79.10%, Test Accuracy: 80.30%
Epoch [21/100], Training Loss: 0.5159, Training Accuracy: 79.80%, Test Accuracy: 81.06%
Epoch [22/100], Training Loss: 0.4959, Training Accuracy: 82.26%, Test Accuracy: 82.32%
Epoch [23/100], Training Loss: 0.4933, Training Accuracy: 83.21%, Test Accuracy: 82.32%
Epoch [24/100], Training Loss: 0.4851, Training Accuracy: 83.59%, Test Accuracy: 83.08%
Epoch [25/100], Training Loss: 0.4739, Training Accuracy: 84.72%, Test Accuracy: 84.34%
Epoch [26/100], Training Loss: 0.4713, Training Accuracy: 84.60%, Test Accuracy: 85.35%
